image,damage_id,damage_type,damage_name_ko,pixel_nodes_json,world_center_x_m,world_center_y_m,world_center_z_m,length_px,length_m,width_px,width_m,area_m2,source_image_path,tile_original_paths_json,tile_overlay_paths_json
DJI_20250702150745_0300_V.JPG,D000737,SPL,박락,"[[2048.0,0.0]]",243099.60012054,431113.00789642,89.74838638,,,,,9.6418e-05,원본사진/DJI_20250702150745_0300_V.JPG,"[""512원본타일/DJI_20250702150745_0300_V__x02048_y00000.png""]","[""512모델예측오버레이/DJI_20250702150745_0300_V__x02048_y00000.png""]"
DJI_20250702150745_0300_V.JPG,D000738,SPL,박락,"[[2559.0,0.0]]",243103.65138245,431109.09849548,91.25092697,,,,,0.0001187951,원본사진/DJI_20250702150745_0300_V.JPG,"[""512원본타일/DJI_20250702150745_0300_V__x02048_y00000.png""]","[""512모델예측오버레이/DJI_20250702150745_0300_V__x02048_y00000.png""]"
DJI_20250702150745_0300_V.JPG,D000739,SPL,박락,"[[5050.0,0.0],[5051.0,0.0],[5052.0,0.0],[5053.0,0.0],[5054.0,0.0],[5055.0,0.0],[5056.0,0.0],[5057.0,0.0],[5058.0,0.0],[5059.0,0.0],[5060.0,0.0],[5061.0,0.0],[5062.0,0.0],[5063.0,0.0],[5064.0,0.0],[5065.0,0.0],[5066.0,0.0],[5067.0,0.0],[5068.0,0.0],[5069.0,0.0],[5070.0,0.0],[5071.0,0.0],[5072.0,0.0],[5073.0,0.0],[5074.0,0.0],[5075.0,0.0],[5076.0,0.0],[5077.0,0.0]]",243103.9139061,431086.14756012,87.88792038,,,,,0.0053561434,원본사진/DJI_20250702150745_0300_V.JPG,"[""512원본타일/DJI_20250702150745_0300_V__x04608_y00000.png""]","[""512모델예측오버레이/DJI_20250702150745_0300_V__x04608_y00000.png""]"
DJI_20250702150745_0300_V.JPG,D000740,SPL,박락,"[[5086.0,0.0],[5087.0,0.0],[5088.0,0.0],[5089.0,0.0],[5090.0,0.0],[5091.0,0.0],[5092.0,0.0],[5093.0,0.0],[5094.0,0.0],[5095.0,0.0]]",243104.02158737,431085.90794373,87.90716743,,,,,0.0018752953,원본사진/DJI_20250702150745_0300_V.JPG,"[""512원본타일/DJI_20250702150745_0300_V__x04608_y00000.png""]","[""512모델예측오버레이/DJI_20250702150745_0300_V__x04608_y00000.png""]"
DJI_20250702150745_0300_V.JPG,D000741,SPL,박락,"[[5197.5,13.0],[5197.0,12.5],[5196.5,12.0],[5196.5,11.0],[5196.5,10.0],[5196.5,9.0],[5197.0,8.5],[5197.5,8.0],[5197.5,7.0],[5197.5,6.0],[5197.5,5.0],[5197.0,4.5],[5196.5,4.0],[5196.0,3.5],[5195.0,3.5],[5194.0,3.5],[5193.0,3.5],[5192.0,3.5],[5191.0,3.5],[5190.0,3.5],[5189.0,3.5],[5188.5,4.0],[5188.0,4.5],[5187.0,4.5],[5186.5,5.0],[5186.5,6.0],[5187.0,6.5],[5188.0,6.5],[5189.0,6.5],[5189.5,7.0],[5190.0,7.5],[5191.0,7.5],[5191.5,8.0],[5192.0,8.5],[5192.5,9.0],[5192.0,9.5],[5191.5,10.0],[5191.0,10.5],[5190.5,11.0],[5190.0,11.5],[5189.0,11.5],[5188.0,11.5],[5187.0,11.5],[5186.5,11.0],[5186.0,10.5],[5185.0,10.5],[5184.0,10.5],[5183.5,10.0],[5183.0,9.5],[5182.5,9.0],[5182.5,8.0],[5182.5,7.0],[5182.5,6.0],[5182.5,5.0],[5182.0,4.5],[5181.0,4.5],[5180.5,4.0],[5180.0,3.5],[5179.0,3.5],[5178.0,3.5],[5177.5,3.0],[5177.0,2.5],[5176.5,2.0],[5176.0,1.5],[5175.0,1.5],[5174.0,1.5],[5173.0,1.5],[5172.0,1.5],[5171.5,2.0],[5171.0,2.5],[5170.5,2.0],[5170.0,1.5],[5169.0,1.5],[5168.0,1.5],[5167.0,1.5],[5166.0,1.5],[5165.5,1.0],[5165.0,0.5],[5164.0,0.5],[5163.0,0.5],[5162.0,0.5],[5161.0,0.5],[5160.0,0.5],[5159.0,0.5],[5158.0,0.5],[5157.5,1.0],[5157.0,1.5],[5156.0,1.5],[5155.0,1.5],[5154.0,1.5],[5153.0,1.5],[5152.0,1.5],[5151.0,1.5],[5150.0,1.5],[5149.0,1.5],[5148.5,2.0],[5148.5,3.0],[5148.0,3.5],[5147.5,4.0],[5147.0,4.5],[5146.0,4.5],[5145.5,5.0],[5145.0,5.5],[5144.0,5.5],[5143.0,5.5],[5142.0,5.5],[5141.5,5.0],[5141.0,4.5],[5140.0,4.5],[5139.5,4.0],[5139.0,3.5],[5138.0,3.5],[5137.0,3.5],[5136.0,3.5],[5135.0,3.5],[5134.0,3.5],[5133.5,3.0],[5133.0,2.5],[5132.0,2.5],[5131.0,2.5],[5130.0,2.5],[5129.5,3.0],[5129.0,3.5],[5128.5,3.0],[5128.0,2.5],[5127.0,2.5],[5126.0,2.5],[5125.0,2.5],[5124.0,2.5],[5123.5,3.0],[5123.0,3.5],[5122.0,3.5],[5121.0,3.5],[5120.0,3.5],[5119.5,4.0],[5119.5,5.0],[5119.5,6.0],[5119.0,6.5],[5118.5,6.0],[5118.0,5.5],[5117.5,5.0],[5117.0,4.5],[5116.5,4.0],[5116.0,3.5],[5115.5,3.0],[5115.0,2.5],[5114.0,2.5],[5113.0,2.5],[5112.0,2.5],[5111.0,2.5],[5110.0,2.5],[5109.0,2.5],[5108.0,2.5],[5107.0,2.5],[5106.0,2.5],[5105.0,2.5],[5104.5,2.0],[5104.0,1.5],[5103.0,1.5],[5102.0,1.5],[5101.5,1.0],[5101.0,0.5],[5100.0,0.5],[5099.0,0.5],[5098.0,0.5],[5097.0,0.5]]",243104.31629562,431085.03543854,87.90034866,,,,,0.1375689143,원본사진/DJI_20250702150745_0300_V.JPG,"[""512원본타일/DJI_20250702150745_0300_V__x05120_y00000.png"",""512원본타일/DJI_20250702150745_0300_V__x04608_y00000.png""]","[""512모델예측오버레이/DJI_20250702150745_0300_V__x05120_y00000.png"",""512모델예측오버레이/DJI_20250702150745_0300_V__x04608_y00000.png""]"
DJI_20250702150745_0300_V.JPG,D000742,SPL,박락,"[[5263.0,8.5],[5264.0,8.5],[5264.5,8.0]]",243104.46543503,431084.43121338,87.83263016,,,,,0.001065713,원본사진/DJI_20250702150745_0300_V.JPG,"[""512원본타일/DJI_20250702150745_0300_V__x05120_y00000.png""]","[""512모델예측오버레이/DJI_20250702150745_0300_V__x05120_y00000.png""]"
DJI_20250702150745_0300_V.JPG,D000743,SPL,박락,"[[5120.0,9.0]]",243104.00355911,431085.68450928,87.78466797,,,,,0.0001609693,원본사진/DJI_20250702150745_0300_V.JPG,"[""512원본타일/DJI_20250702150745_0300_V__x05120_y00000.png""]","[""512모델예측오버레이/DJI_20250702150745_0300_V__x05120_y00000.png""]"
DJI_20250702150745_0300_V.JPG,D000744,SPL,박락,"[[5253.5,10.0],[5253.0,9.5]]",243104.42215347,431084.52172089,87.82404709,,,,,0.0020503736,원본사진/DJI_20250702150745_0300_V.JPG,"[""512원본타일/DJI_20250702150745_0300_V__x05120_y00000.png""]","[""512모델예측오버레이/DJI_20250702150745_0300_V__x05120_y00000.png""]"
DJI_20250702150745_0300_V.JPG,D000745,SPL,박락,"[[5121.0,16.5],[5120.5,17.0],[5120.5,18.0]]",243103.91459656,431085.71255493,87.68167686,,,,,0.0008126502,원본사진/DJI_20250702150745_0300_V.JPG,"[""512원본타일/DJI_20250702150745_0300_V__x05120_y00000.png""]","[""512모델예측오버레이/DJI_20250702150745_0300_V__x05120_y00000.png""]"
DJI_20250702150745_0300_V.JPG,D000746,SPL,박락,"[[5245.0,129.5],[5244.5,130.0],[5244.5,131.0],[5244.0,131.5],[5243.5,132.0],[5243.0,132.5],[5242.0,132.5],[5241.5,133.0]]",243102.80857849,431085.16143799,86.06823921,,,,,0.0039916655,원본사진/DJI_20250702150745_0300_V.JPG,"[""512원본타일/DJI_20250702150745_0300_V__x05120_y00000.png""]","[""512모델예측오버레이/DJI_20250702150745_0300_V__x05120_y00000.png""]"
DJI_20250702150745_0300_V.JPG,D000747,SPL,박락,"[[5228.0,135.5],[5227.0,135.5],[5226.5,136.0],[5226.0,136.5],[5225.0,136.5],[5224.5,137.0]]",243102.67953873,431085.33556366,85.98849297,,,,,0.0024651381,원본사진/DJI_20250702150745_0300_V.JPG,"[""512원본타일/DJI_20250702150745_0300_V__x05120_y00000.png""]","[""512모델예측오버레이/DJI_20250702150745_0300_V__x05120_y00000.png""]"
DJI_20250702150745_0300_V.JPG,D000748,SPL,박락,"[[5214.0,144.5],[5215.0,144.5],[5215.5,144.0],[5215.5,143.0],[5216.0,142.5],[5216.5,143.0],[5217.0,143.5],[5218.0,143.5],[5218.5,144.0],[5219.0,144.5],[5220.0,144.5],[5220.5,144.0],[5220.5,143.0],[5221.0,142.5],[5222.0,142.5],[5222.5,142.0],[5222.5,141.0],[5222.5,140.0],[5223.0,139.5],[5223.5,140.0],[5224.0,140.5],[5224.5,141.0],[5225.0,141.5],[5225.5,142.0],[5226.0,142.5],[5227.0,142.5],[5227.5,142.0],[5227.5,141.0],[5228.0,140.5],[5228.5,140.0],[5229.0,139.5],[5229.5,139.0],[5230.0,138.5],[5230.5,139.0],[5231.0,139.5],[5231.5,140.0],[5232.0,140.5],[5232.5,141.0],[5232.5,142.0],[5232.5,143.0],[5233.0,143.5],[5233.5,144.0],[5234.0,144.5],[5234.5,144.0],[5235.0,143.5],[5236.0,143.5],[5237.0,143.5],[5238.0,143.5],[5239.0,143.5],[5240.0,143.5],[5241.0,143.5],[5241.5,143.0],[5241.5,142.0],[5241.5,141.0],[5241.5,140.0],[5241.0,139.5],[5240.5,139.0],[5240.5,138.0]]",243102.54953384,431085.31438446,85.81376839,,,,,0.0529562614,원본사진/DJI_20250702150745_0300_V.JPG,"[""512원본타일/DJI_20250702150745_0300_V__x05120_y00000.png""]","[""512모델예측오버레이/DJI_20250702150745_0300_V__x05120_y00000.png""]"
DJI_20250702150745_0300_V.JPG,D000749,SPL,박락,"[[5251.5,145.0],[5251.5,146.0],[5251.5,147.0],[5252.0,147.5]]",243102.63075256,431085.16423798,85.83991623,,,,,0.0012814881,원본사진/DJI_20250702150745_0300_V.JPG,"[""512원본타일/DJI_20250702150745_0300_V__x05120_y00000.png""]","[""512모델예측오버레이/DJI_20250702150745_0300_V__x05120_y00000.png""]"
DJI_20250702150745_0300_V.JPG,D000750,SPL,박락,"[[1020.0,150.5],[1020.5,150.0],[1020.5,149.0]]",243083.08386421,431111.06500244,80.09682322,,,,,0.0005382301,원본사진/DJI_20250702150745_0300_V.JPG,"[""512원본타일/DJI_20250702150745_0300_V__x00512_y00000.png""]","[""512모델예측오버레이/DJI_20250702150745_0300_V__x00512_y00000.png""]"
DJI_20250702150745_0300_V.JPG,D000751,SPL,박락,"[[5256.0,206.5],[5256.5,206.0],[5256.5,205.0],[5256.5,204.0],[5257.0,203.5],[5257.5,203.0]]",243101.90370178,431085.36318207,85.03449392,,,,,0.0034493238,원본사진/DJI_20250702150745_0300_V.JPG,"[""512원본타일/DJI_20250702150745_0300_V__x05120_y00000.png""]","[""512모델예측오버레이/DJI_20250702150745_0300_V__x05120_y00000.png""]"
DJI_20250702150745_0300_V.JPG,D000752,SPL,박락,"[[5120.0,240.0],[5120.0,241.0]]",243101.09520721,431086.60083008,84.55280161,,,,,0.0002389455,원본사진/DJI_20250702150745_0300_V.JPG,"[""512원본타일/DJI_20250702150745_0300_V__x05120_y00000.png""]","[""512모델예측오버레이/DJI_20250702150745_0300_V__x05120_y00000.png""]"
DJI_20250702150745_0300_V.JPG,D000753,SPL,박락,"[[5198.5,268.0],[5198.0,267.5],[5197.0,267.5],[5196.5,267.0],[5196.0,266.5],[5195.5,266.0],[5195.0,265.5],[5194.0,265.5],[5193.0,265.5],[5192.5,265.0],[5192.0,264.5],[5191.0,264.5],[5190.5,264.0],[5190.0,263.5],[5189.5,263.0],[5189.0,262.5]]",243101.07384109,431086.07695007,84.28762007,,,,,0.0107064969,원본사진/DJI_20250702150745_0300_V.JPG,"[""512원본타일/DJI_20250702150745_0300_V__x05120_y00000.png""]","[""512모델예측오버레이/DJI_20250702150745_0300_V__x05120_y00000.png""]"
DJI_20250702150745_0300_V.JPG,D000754,SPL,박락,"[[4608.0,260.0],[4608.0,261.0],[4608.0,262.0],[4608.0,263.0]]",243099.3030014,431090.69284821,84.11805296,,,,,0.000426066,원본사진/DJI_20250702150745_0300_V.JPG,"[""512원본타일/DJI_20250702150745_0300_V__x04608_y00000.png""]","[""512모델예측오버레이/DJI_20250702150745_0300_V__x04608_y00000.png""]"
DJI_20250702150745_0300_V.JPG,D000755,SPL,박락,"[[5186.0,261.5],[5185.5,262.0],[5185.5,263.0],[5185.5,264.0]]",243101.05828476,431086.15855408,84.29947805,,,,,0.0011024049,원본사진/DJI_20250702150745_0300_V.JPG,"[""512원본타일/DJI_20250702150745_0300_V__x05120_y00000.png""]","[""512모델예측오버레이/DJI_20250702150745_0300_V__x05120_y00000.png""]"
DJI_20250702150745_0300_V.JPG,D000756,SPL,박락,"[[4613.0,297.5],[4612.5,298.0],[4612.5,299.0],[4612.5,300.0],[4612.5,301.0],[4612.5,302.0],[4612.5,303.0],[4612.5,304.0],[4612.5,305.0],[4612.5,306.0],[4612.5,307.0],[4612.5,308.0],[4612.5,309.0],[4612.5,310.0],[4612.5,311.0],[4612.5,312.0],[4612.5,313.0],[4612.5,314.0],[4612.5,315.0],[4612.5,316.0],[4612.5,317.0],[4612.5,318.0],[4612.5,319.0],[4612.5,320.0],[4612.5,321.0],[4612.5,322.0],[4612.5,323.0],[4612.0,323.5],[4611.5,324.0],[4611.5,325.0],[4611.5,326.0],[4611.5,327.0],[4611.5,328.0],[4611.0,328.5],[4610.5,329.0],[4610.5,330.0],[4610.0,330.5],[4609.5,331.0],[4609.5,332.0],[4609.5,333.0],[4609.5,334.0],[4609.5,335.0],[4609.5,336.0],[4609.5,337.0],[4610.0,337.5],[4610.5,338.0],[4610.5,339.0],[4610.5,340.0],[4610.5,341.0],[4611.0,341.5],[4611.5,342.0],[4611.5,343.0],[4611.5,344.0],[4611.5,345.0],[4611.5,346.0],[4611.5,347.0],[4611.5,348.0],[4611.5,349.0],[4611.0,349.5],[4610.5,350.0],[4610.5,351.0],[4610.5,352.0],[4610.5,353.0],[4610.0,353.5],[4609.5,354.0],[4609.5,355.0],[4609.5,356.0],[4609.5,357.0],[4609.0,357.5],[4608.5,358.0],[4608.5,359.0],[4608.5,360.0],[4608.5,361.0],[4608.5,362.0]]",243098.85385895,431090.771698,83.51894712,,,,,0.0414987931,원본사진/DJI_20250702150745_0300_V.JPG,"[""512원본타일/DJI_20250702150745_0300_V__x04608_y00000.png""]","[""512모델예측오버레이/DJI_20250702150745_0300_V__x04608_y00000.png""]"
DJI_20250702150745_0300_V.JPG,D000757,SPL,박락,"[[5251.5,272.0],[5251.5,273.0],[5251.5,274.0],[5252.0,274.5]]",243101.0986824,431085.68772888,84.15896654,,,,,0.0013660242,원본사진/DJI_20250702150745_0300_V.JPG,"[""512원본타일/DJI_20250702150745_0300_V__x05120_y00000.png""]","[""512모델예측오버레이/DJI_20250702150745_0300_V__x05120_y00000.png""]"
DJI_20250702150745_0300_V.JPG,D000758,SPL,박락,"[[5238.0,274.5],[5239.0,274.5],[5239.5,274.0]]",243101.06421661,431085.77542877,84.14707422,,,,,0.0007001108,원본사진/DJI_20250702150745_0300_V.JPG,"[""512원본타일/DJI_20250702150745_0300_V__x05120_y00000.png""]","[""512모델예측오버레이/DJI_20250702150745_0300_V__x05120_y00000.png""]"
DJI_20250702150745_0300_V.JPG,D000759,SPL,박락,"[[5237.0,284.5],[5238.0,284.5],[5239.0,284.5],[5239.5,284.0],[5239.5,283.0],[5239.5,282.0],[5240.0,281.5],[5240.5,281.0],[5241.0,280.5],[5242.0,280.5],[5242.5,280.0]]",243100.9876442,431085.79457092,84.05133581,,,,,0.0033408831,원본사진/DJI_20250702150745_0300_V.JPG,"[""512원본타일/DJI_20250702150745_0300_V__x05120_y00000.png""]","[""512모델예측오버레이/DJI_20250702150745_0300_V__x05120_y00000.png""]"
DJI_20250702150745_0300_V.JPG,D000760,SPL,박락,"[[5251.5,284.0],[5252.0,284.5]]",243100.98895645,431085.7252655,84.02684927,,,,,0.0004756491,원본사진/DJI_20250702150745_0300_V.JPG,"[""512원본타일/DJI_20250702150745_0300_V__x05120_y00000.png""]","[""512모델예측오버레이/DJI_20250702150745_0300_V__x05120_y00000.png""]"
DJI_20250702150745_0300_V.JPG,D000761,SPL,박락,"[[5212.5,346.0],[5212.0,345.5]]",243100.20569611,431086.24897003,83.2772212,,,,,0.0003928922,원본사진/DJI_20250702150745_0300_V.JPG,"[""512원본타일/DJI_20250702150745_0300_V__x05120_y00000.png""]","[""512모델예측오버레이/DJI_20250702150745_0300_V__x05120_y00000.png""]"
DJI_20250702150745_0300_V.JPG,D000762,SPL,박락,"[[5103.0,511.5],[5106.0,511.5],[5109.0,511.5],[5113.0,511.5],[5116.0,511.5],[5119.5,511.0],[5119.5,508.0],[5119.5,504.0],[5119.5,501.0],[5119.5,497.0],[5119.5,494.0],[5119.5,490.0],[5120.0,487.5],[5120.5,491.0],[5120.5,494.0],[5120.5,498.0],[5121.5,500.0],[5121.0,503.5],[5120.5,506.0],[5122.0,508.5],[5122.5,511.0],[5126.0,511.5],[5128.0,510.5],[5132.0,510.5],[5135.0,510.5],[5138.0,509.5],[5141.0,509.5],[5143.5,509.0],[5145.5,510.0],[5149.0,510.5],[5152.0,510.5],[5154.5,509.0],[5156.0,507.5],[5158.5,506.0],[5157.0,504.5],[5155.5,502.0],[5156.0,499.5],[5155.5,497.0],[5156.0,494.5],[5158.5,494.0],[5160.5,495.0],[5164.0,495.5],[5167.0,495.5],[5170.0,496.5],[5172.0,497.5],[5175.0,498.5],[5177.0,499.5],[5179.0,499.5],[5181.0,498.5],[5185.0,498.5],[5188.0,498.5],[5192.0,498.5],[5195.0,498.5],[5196.5,497.0],[5198.5,495.0],[5197.5,493.0],[5196.0,490.5],[5194.5,489.0],[5192.0,487.5],[5190.5,489.0],[5188.0,490.5],[5185.0,490.5],[5182.0,489.5],[5179.5,489.0],[5176.0,488.5],[5173.0,488.5],[5170.5,487.0],[5169.5,485.0],[5167.0,483.5],[5164.5,483.0],[5161.0,482.5],[5159.0,483.5],[5156.5,484.0],[5154.5,483.0],[5151.5,482.0],[5149.0,481.5],[5146.0,482.5],[5143.0,482.5],[5140.0,481.5],[5137.0,481.5],[5135.5,479.0],[5135.5,476.0],[5134.5,473.0],[5134.5,470.0],[5134.5,466.0],[5134.5,463.0],[5135.5,460.0],[5136.5,458.0],[5135.5,455.0],[5134.5,453.0],[5134.0,449.5],[5133.0,447.5],[5133.0,444.5],[5133.5,442.0],[5132.0,439.5],[5129.5,439.0],[5127.0,437.5],[5125.5,439.0],[5124.5,442.0],[5124.5,445.0],[5123.5,448.0],[5123.5,451.0],[5122.5,454.0],[5122.5,457.0],[5122.0,459.5],[5122.5,462.0],[5123.5,464.0],[5122.5,467.0],[5122.5,470.0],[5122.0,473.5],[5121.5,476.0],[5120.5,479.0],[5120.5,482.0],[5119.5,482.0],[5119.5,479.0],[5119.5,475.0],[5119.5,472.0],[5119.5,468.0],[5119.5,465.0],[5119.5,461.0],[5119.5,458.0],[5119.5,454.0],[5119.5,451.0],[5119.5,447.0],[5119.5,444.0],[5119.5,440.0],[5119.5,437.0],[5119.5,433.0],[5119.5,430.0],[5120.0,426.5],[5121.5,425.0],[5123.0,426.5],[5124.5,428.0],[5124.5,432.0],[5126.0,433.5],[5127.5,431.0],[5126.5,429.0],[5128.0,426.5],[5128.5,424.0],[5129.5,422.0],[5130.5,424.0],[5132.5,425.0],[5134.5,424.0],[5136.5,422.0],[5138.5,421.0],[5141.0,421.5],[5141.5,424.0],[5143.5,426.0],[5146.0,426.5],[5150.0,426.5],[5153.0,426.5],[5155.0,426.5],[5158.0,426.5],[5161.0,425.5],[5164.0,425.5],[5166.0,424.5],[5168.0,422.5],[5170.0,421.5],[5173.5,422.0],[5174.5,424.0],[5176.5,426.0],[5179.0,426.5],[5183.0,426.5],[5185.5,426.0],[5187.5,424.0],[5189.0,424.5],[5192.0,425.5],[5193.0,423.5],[5196.0,422.5],[5198.0,421.5],[5202.0,421.5],[5201.0,422.5],[5198.5,424.0],[5200.0,425.5],[5203.0,426.5],[5204.5,428.0],[5205.0,430.5],[5205.0,432.5],[5207.0,431.5],[5206.5,429.0],[5208.0,426.5],[5208.5,424.0],[5207.0,421.5],[5206.5,419.0],[5204.0,417.5],[5203.5,415.0],[5205.0,412.5],[5207.0,411.5],[5209.5,410.0],[5210.5,408.0],[5208.0,406.5],[5206.0,405.5],[5203.0,406.5],[5201.0,405.5],[5198.0,406.5],[5196.5,408.0],[5196.0,411.5],[5194.5,413.0],[5191.0,413.5],[5188.0,413.5],[5185.0,412.5],[5183.0,411.5],[5180.0,410.5],[5177.5,410.0],[5175.0,408.5],[5173.5,408.0],[5171.0,408.5],[5169.5,406.0],[5168.0,404.5],[5166.0,402.5],[5165.0,400.5],[5162.5,399.0],[5161.0,397.5],[5160.5,394.0],[5159.0,392.5],[5157.0,390.5],[5156.5,388.0],[5155.0,385.5],[5154.0,383.5],[5153.5,380.0],[5152.0,378.5],[5151.5,375.0],[5152.5,373.0],[5150.5,371.0],[5149.0,369.5],[5145.5,369.0],[5143.5,368.0],[5141.5,366.0],[5140.0,364.5],[5137.5,363.0],[5137.5,360.0],[5136.5,357.0],[5135.5,355.0],[5136.0,351.5],[5138.0,350.5],[5142.0,350.5],[5145.0,350.5],[5147.0,350.5],[5148.5,352.0],[5146.5,354.0],[5144.0,354.5],[5143.5,356.0],[5145.5,357.0],[5147.5,359.0],[5148.5,361.0],[5150.5,360.0],[5151.0,357.5],[5153.0,355.5],[5156.0,355.5],[5158.0,353.5],[5159.0,351.5],[5162.0,350.5],[5164.0,351.5],[5167.5,351.0],[5168.5,349.0],[5170.5,347.0]]",243096.69676971,431087.47387695,81.26816511,,,,,,원본사진/DJI_20250702150745_0300_V.JPG,"[""512원본타일/DJI_20250702150745_0300_V__x05120_y00000.png"",""512원본타일/DJI_20250702150745_0300_V__x04608_y00512.png"",""512원본타일/DJI_20250702150745_0300_V__x05120_y00512.png""]","[""512모델예측오버레이/DJI_20250702150745_0300_V__x05120_y00000.png"",""512모델예측오버레이/DJI_20250702150745_0300_V__x04608_y00512.png"",""512모델예측오버레이/DJI_20250702150745_0300_V__x05120_y00512.png""]"
DJI_20250702150745_0300_V.JPG,D000763,SPL,박락,"[[5250.5,356.0],[5250.0,355.5]]",243100.19244766,431085.99739075,83.16167593,,,,,0.0003709047,원본사진/DJI_20250702150745_0300_V.JPG,"[""512원본타일/DJI_20250702150745_0300_V__x05120_y00000.png""]","[""512모델예측오버레이/DJI_20250702150745_0300_V__x05120_y00000.png""]"
DJI_20250702150745_0300_V.JPG,D000764,SPL,박락,"[[2571.0,366.5],[2570.5,367.0],[2570.5,368.0],[2570.5,369.0],[2570.0,369.5],[2569.5,370.0],[2569.5,371.0],[2569.5,372.0],[2569.5,373.0],[2569.0,373.5],[2568.0,373.5],[2567.0,373.5],[2566.5,374.0],[2566.0,374.5],[2565.0,374.5],[2564.0,374.5],[2563.5,375.0],[2563.0,375.5],[2562.0,375.5],[2561.5,376.0],[2561.5,377.0],[2562.0,377.5],[2562.5,378.0],[2563.0,378.5],[2564.0,378.5],[2564.5,379.0],[2565.0,379.5],[2565.5,380.0],[2565.5,381.0],[2565.5,382.0],[2565.5,383.0],[2565.5,384.0],[2565.5,385.0],[2566.0,385.5],[2566.5,386.0],[2566.5,387.0],[2567.0,387.5],[2568.0,387.5],[2568.5,388.0],[2569.0,388.5],[2569.5,389.0],[2569.5,390.0],[2569.5,391.0],[2569.5,392.0],[2569.5,393.0],[2569.5,394.0],[2569.5,395.0],[2569.5,396.0],[2569.5,397.0],[2569.5,398.0],[2569.5,399.0],[2569.5,400.0],[2569.5,401.0],[2570.0,401.5],[2570.5,402.0],[2570.5,403.0],[2570.5,404.0],[2570.5,405.0],[2570.5,406.0],[2570.5,407.0],[2570.5,408.0],[2570.5,409.0],[2570.5,410.0],[2570.5,411.0],[2570.5,412.0],[2570.5,413.0],[2571.0,413.5]]",243095.29878998,431106.39793396,83.23779249,,,,,0.1136436148,원본사진/DJI_20250702150745_0300_V.JPG,"[""512원본타일/DJI_20250702150745_0300_V__x02560_y00000.png""]","[""512모델예측오버레이/DJI_20250702150745_0300_V__x02560_y00000.png""]"
DJI_20250702150745_0300_V.JPG,D000765,SPL,박락,"[[5250.5,374.0],[5250.0,373.5],[5249.5,373.0],[5249.5,372.0],[5249.0,371.5],[5248.5,371.0],[5248.0,370.5],[5247.5,371.0],[5247.0,371.5],[5246.0,371.5],[5245.5,372.0],[5245.0,372.5],[5244.0,372.5],[5243.5,372.0],[5243.0,371.5],[5242.5,371.0],[5242.0,370.5]]",243100.02629471,431086.08094025,82.98472834,,,,,0.0052967472,원본사진/DJI_20250702150745_0300_V.JPG,"[""512원본타일/DJI_20250702150745_0300_V__x05120_y00000.png""]","[""512모델예측오버레이/DJI_20250702150745_0300_V__x05120_y00000.png""]"
DJI_20250702150745_0300_V.JPG,D000766,SPL,박락,"[[5120.0,368.0],[5120.0,369.0],[5120.0,370.0],[5120.0,371.0],[5120.0,372.0],[5120.0,373.0],[5120.0,374.0],[5120.0,375.0],[5120.0,376.0],[5120.0,377.0]]",243099.63705063,431087.06026459,82.92659235,,,,,0.0011593856,원본사진/DJI_20250702150745_0300_V.JPG,"[""512원본타일/DJI_20250702150745_0300_V__x05120_y00000.png""]","[""512모델예측오버레이/DJI_20250702150745_0300_V__x05120_y00000.png""]"
DJI_20250702150745_0300_V.JPG,D000767,SPL,박락,"[[5237.0,372.0],[5238.0,372.0],[5237.0,373.0],[5238.0,373.0]]",243099.9787178,431086.16400146,82.9594245,,,,,0.0004614675,원본사진/DJI_20250702150745_0300_V.JPG,"[""512원본타일/DJI_20250702150745_0300_V__x05120_y00000.png""]","[""512모델예측오버레이/DJI_20250702150745_0300_V__x05120_y00000.png""]"
DJI_20250702150745_0300_V.JPG,D000768,SPL,박락,"[[5265.0,372.0],[5265.0,373.0]]",243100.05771637,431085.94985962,82.96615648,,,,,0.0002470047,원본사진/DJI_20250702150745_0300_V.JPG,"[""512원본타일/DJI_20250702150745_0300_V__x05120_y00000.png""]","[""512모델예측오버레이/DJI_20250702150745_0300_V__x05120_y00000.png""]"
DJI_20250702150745_0300_V.JPG,D000769,SPL,박락,"[[4924.0,418.0],[4925.0,418.0],[4926.0,418.0],[4924.0,419.0],[4925.0,419.0],[4926.0,419.0]]",243098.37623596,431088.73397827,82.25543356,,,,,0.0004328488,원본사진/DJI_20250702150745_0300_V.JPG,"[""512원본타일/DJI_20250702150745_0300_V__x04608_y00000.png""]","[""512모델예측오버레이/DJI_20250702150745_0300_V__x04608_y00000.png""]"
